scenariusz,iteracja,udzial_ciezarowek,tau_osobowki,tau_ciezarowki,liczba_pojazdow_exit,sredni_czas_opoznienia_s,calkowity_czas_symulacji_s
Rondo,889,0.1267,1.5137,3.6137,1539.0,1721.29,8574.0
Rondo,890,0.0353,2.2253,4.3253,1537.0,1580.12,7962.0
Rondo,891,0.0987,2.2218,4.3218,1540.0,1924.73,9273.0
Rondo,892,0.0814,2.3437,4.4437,1538.0,1892.84,8869.0
Rondo,893,0.0581,2.1791,4.2791,1541.0,1705.09,8576.0
Rondo,894,0.1077,2.4216,4.5216,1537.0,2038.35,9286.0
Rondo,895,0.0536,1.1132,3.2132,1542.0,1188.05,6646.0
Rondo,896,0.045,2.4516,4.5516,1540.0,1727.46,8280.0
Rondo,897,0.0737,1.0212,3.1212,1544.0,1250.39,6761.0
Rondo,898,0.1473,1.9028,4.0028,1541.0,1973.14,9379.0
Rondo,899,0.0874,1.4889,3.5889,1540.0,1505.59,7859.0
Rondo,900,0.0945,2.1372,4.2372,1543.0,1873.37,8973.0
Rondo,901,0.0193,1.5088,3.6088,1541.0,1190.39,6554.0
Rondo,902,0.0207,1.882,3.982,1543.0,1349.85,7157.0
Rondo,903,0.0567,1.8605,3.9605,1540.0,1496.85,7657.0
Rondo,904,0.0609,2.4012,4.5012,1541.0,1791.72,8479.0
Rondo,905,0.1468,1.3423,3.4423,1541.0,1737.16,8482.0
Rondo,906,0.079,1.8637,3.9637,1540.0,1574.05,8061.0
Rondo,907,0.0719,1.0161,3.1161,1536.0,1222.36,6660.0
Rondo,908,0.0694,2.107,4.207,1538.0,1724.67,8470.0
Rondo,909,0.113,2.2427,4.3427,1539.0,2000.75,9281.0
Rondo,910,0.0429,1.8568,3.9568,1542.0,1411.05,7353.0
Rondo,911,0.0567,1.8305,3.9305,1540.0,1500.84,7673.0
Rondo,912,0.1039,2.4613,4.5613,1542.0,2042.84,9581.0
Rondo,913,0.1482,1.2967,3.3967,1540.0,1726.81,8566.0
Rondo,914,0.0277,1.7947,3.8947,1540.0,1337.11,7063.0
Rondo,915,0.0776,1.0997,3.1997,1541.0,1347.23,7163.0
Rondo,916,0.0754,2.3512,4.4512,1541.0,1863.52,8768.0
Rondo,917,0.074,1.2126,3.3126,1544.0,1310.76,6965.0
Rondo,918,0.0355,1.2246,3.3246,1537.0,1108.14,6344.0
Rondo,919,0.0285,1.0602,3.1602,1538.0,1033.0,5756.0
Rondo,920,0.0044,2.3192,4.4192,1540.0,1470.83,7368.0
Rondo,921,0.0988,2.0032,4.1032,1540.0,1843.4,8779.0
Rondo,922,0.0078,1.0758,3.1758,1539.0,922.68,5439.0
Rondo,923,0.1314,2.197,4.297,1540.0,2070.11,9576.0
Rondo,924,0.0158,1.3641,3.4641,1541.0,1096.63,6159.0
Rondo,925,0.1247,1.0087,3.1087,1540.0,1481.41,7662.0
Rondo,926,0.0954,1.9767,4.0767,1539.0,1818.02,8579.0
Rondo,927,0.1061,2.1979,4.2979,1538.0,1926.99,9084.0
Rondo,928,0.0499,1.124,3.224,1537.0,1175.72,6546.0
Rondo,929,0.114,1.3848,3.4848,1543.0,1632.83,8263.0
Rondo,930,0.0701,1.6325,3.7325,1537.0,1474.55,7472.0
Rondo,931,0.1033,1.3598,3.4598,1542.0,1508.68,7773.0
Rondo,932,0.0905,1.0477,3.1477,1539.0,1341.03,7156.0
Rondo,933,0.1171,2.0267,4.1267,1540.0,1884.67,9071.0
Rondo,934,0.139,1.2433,3.3433,1538.0,1649.12,8269.0
Rondo,935,0.0055,1.1956,3.2956,1541.0,1003.34,5844.0
Rondo,936,0.0537,2.0808,4.1808,1539.0,1604.97,8077.0
Rondo,937,0.0856,1.3374,3.4374,1538.0,1447.71,7463.0
Rondo,938,0.1498,1.8572,3.9572,1541.0,1915.19,9086.0
Rondo,939,0.0007,1.9924,4.0924,1546.0,1354.75,7056.0
Rondo,940,0.0803,1.983,4.083,1538.0,1680.53,8271.0
Rondo,941,0.0705,1.1019,3.2019,1536.0,1249.53,6853.0
Rondo,942,0.1099,1.3703,3.4703,1541.0,1584.84,8061.0
Rondo,943,0.143,1.8338,3.9338,1536.0,1896.59,9076.0
Rondo,944,0.0608,2.0193,4.1193,1541.0,1600.62,7975.0
Rondo,945,0.044,1.0764,3.1764,1541.0,1085.37,6155.0
Rondo,946,0.142,1.9177,4.0177,1537.0,1995.4,9188.0
Rondo,947,0.029,2.0142,4.1142,1539.0,1443.28,7466.0
Rondo,948,0.009,2.3242,4.4242,1538.0,1490.51,7469.0
Rondo,949,0.0149,1.8226,3.9226,1539.0,1286.79,6854.0
Rondo,950,0.0069,1.2485,3.3485,1540.0,1020.08,5845.0
Rondo,951,0.0454,1.4815,3.5815,1539.0,1319.97,7061.0
Rondo,952,0.0688,1.8804,3.9804,1537.0,1616.07,8063.0
Rondo,953,0.146,1.3836,3.4836,1544.0,1811.11,8680.0
Rondo,954,0.0152,2.0702,4.1702,1539.0,1422.33,7370.0
Rondo,955,0.0266,1.5171,3.6171,1541.0,1230.31,6750.0
Rondo,956,0.1496,2.0213,4.1213,1541.0,2045.51,9584.0
Rondo,957,0.1041,2.1083,4.2083,1542.0,1894.67,8973.0
Rondo,958,0.0101,1.6607,3.7607,1538.0,1198.34,6563.0
Rondo,959,0.1122,1.3003,3.4003,1538.0,1586.74,7977.0
Rondo,960,0.0421,1.9335,4.0335,1543.0,1460.99,7558.0
Rondo,961,0.1321,1.8448,3.9448,1541.0,1918.3,9073.0
Rondo,962,0.0868,1.3906,3.4906,1539.0,1455.21,7665.0
Rondo,963,0.136,1.8807,3.9807,1540.0,1961.7,9290.0
Rondo,964,0.0704,1.1573,3.2573,1537.0,1270.89,6955.0
Rondo,965,0.0382,2.4435,4.5435,1541.0,1725.56,8171.0
Rondo,966,0.0895,1.9213,4.0213,1538.0,1700.12,8565.0
Rondo,967,0.1417,1.2883,3.3883,1537.0,1660.11,8369.0
Rondo,968,0.1442,1.5609,3.6609,1546.0,1863.31,8886.0
Rondo,969,0.14,1.4707,3.5707,1538.0,1736.52,8579.0
Rondo,970,0.1012,2.247,4.347,1539.0,1933.59,9280.0
Rondo,971,0.1228,1.3245,3.4245,1538.0,1545.74,7962.0
Rondo,972,0.0345,2.3901,4.4901,1539.0,1655.02,8064.0
Rondo,973,0.1124,1.1088,3.2088,1538.0,1483.61,7661.0
Rondo,974,0.0698,1.5387,3.6387,1537.0,1434.0,7558.0
Rondo,975,0.0997,1.6943,3.7943,1540.0,1652.14,8176.0
Rondo,976,0.1301,2.2912,4.3912,1541.0,2086.81,9786.0
Rondo,977,0.055,2.4886,4.5886,1538.0,1784.97,8471.0
Rondo,978,0.141,2.3749,4.4749,1538.0,2194.95,9992.0
Rondo,979,0.0341,1.0149,3.1149,1538.0,1072.52,6052.0
Rondo,980,0.0754,1.7061,3.8061,1541.0,1539.83,7770.0
Rondo,981,0.0016,1.6275,3.7275,1545.0,1181.82,6546.0
Rondo,982,0.1018,1.0698,3.1698,1538.0,1439.91,7372.0
Rondo,983,0.0105,2.3282,4.4282,1542.0,1502.81,7569.0
Rondo,984,0.0787,1.5064,3.6064,1540.0,1480.86,7671.0
Rondo,985,0.0419,1.5007,3.6007,1543.0,1303.47,7053.0
Rondo,986,0.0919,1.7503,3.8503,1541.0,1625.82,8265.0
Rondo,987,0.0997,2.2533,4.3533,1540.0,1953.7,9082.0
Rondo,988,0.0297,1.418,3.518,1538.0,1184.01,6458.0
Rondo,989,0.0814,1.8914,3.9914,1539.0,1650.07,8178.0
Rondo,990,0.0833,1.9486,4.0486,1540.0,1695.89,8376.0
Rondo,991,0.0844,1.2635,3.3635,1541.0,1408.25,7454.0
Rondo,992,0.1498,2.4781,4.5781,1541.0,2230.15,10096.0
Rondo,993,0.0953,1.8062,3.9062,1540.0,1676.43,8280.0
Rondo,994,0.1434,1.8745,3.9745,1536.0,1946.19,9283.0
Rondo,995,0.0661,1.0691,3.1691,1537.0,1211.49,6655.0
Rondo,996,0.0696,2.0296,4.1296,1537.0,1643.52,8265.0
Rondo,997,0.0019,2.3837,4.4837,1544.0,1538.49,7472.0
Rondo,998,0.1478,1.1038,3.2038,1541.0,1648.51,8269.0
Rondo,999,0.0844,2.1916,4.2916,1541.0,1823.58,8768.0
Rondo,1000,0.0025,1.4718,3.5718,1541.0,1108.19,6153.0
